Date,DOY,Sample,Sub-Sample,Lat,Long_,Sample_type,Animals,DM,MM,Biomass,NDF,ADF,CP,TDN_based_ADF,TDN_based_NDF,Satellite_Images_Dates,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDWI,EVI,LAI,DVI,GCI,GEMI,SAVI,TEMP_MAX,TEMP_MIN,RAD_SOL,Rainfall,WIND_SPD,EVAPOT,PRES_ATM,HUM_REL,TP_SFC_AVG,Wind_Dir,Dew_Point,Radiative_Dif_AVG,Radiative_Direct_AVG,PPFD,Longwave_Rad_AVG,Environmental Suitability Index
7/21/2022,202,10,2,-20.44708367,-54.83894367,Q1,1,56.65529322,6.740352058,1721.666667,77.67396025,49.55528108,4.49175319,50.29643604,51.39219118,7/7/2022,1360,1431,1731,2081,2600,3140,3274,3368,3507,3370,3480,2849,0.236190127,0.003864319,0.175222193,0.515953895,1287,0.945696129,-1654928.22,0.354252684,29.8,18.2,16.33,0,19.6,4.84,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,3.199180767
7/21/2022,202,11,1,-20.447259,-54.83877367,Q2,1,52.85276934,6.044359258,2818.666667,77.47962285,49.94794796,5.190822256,49.99054854,51.47324931,7/7/2022,1350,1398,1691,2057,2461,3079,3293,3447,3333,3348,3406,2838,0.252543605,-0.010832468,0.18902512,0.565892884,1390,1.038438794,-1930532.689,0.378780997,29.8,18.2,16.33,0,19.6,4.84,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,3.707848111
7/21/2022,202,11,2,-20.447259,-54.83904833,Q2,1,52.63304112,5.92934517,2818.666667,80.59877031,52.13135118,5.117069323,48.28967743,50.1722529,7/7/2022,1365,2120,2394,2381,2508,2931,3037,3109,3197,3396,3281,2812,0.132604736,-0.012966965,0.096688165,0.23181778,728,0.298663325,-529205.9539,0.19888899,29.8,18.2,16.33,0,19.6,4.84,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,3.34428051
7/21/2022,202,12,1,-20.44615,-54.83900633,Q4,1,59.77766619,7.775754157,4066,69.81946382,48.24685287,3.812609284,51.31570161,54.66830164,7/7/2022,1303,1376,1648,2022,2404,2958,3114,3140,3216,3249,3316,2756,0.21658272,-0.015309247,0.155339914,0.444019808,1118,0.905339806,-1248683.14,0.324842615,29.8,18.2,16.33,0,19.6,4.84,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,3.688788842
7/21/2022,202,12,2,-20.44615,-54.83900633,Q4,1,60.00764057,8.128851126,4066,72.59336132,50.039276,4.074594162,49.91940399,53.51130899,7/7/2022,1303,1376,1648,2022,2404,2958,3114,3140,3216,3249,3316,2756,0.21658272,-0.015309247,0.155339914,0.444019808,1118,0.905339806,-1248683.14,0.324842615,29.8,18.2,16.33,0,19.6,4.84,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,4.688788842
7/21/2022,202,13,1,-20.446899,-54.83944133,S1,0,58.27393521,6.414654048,6032,80.71713068,51.50126436,2.247466863,48.78051506,50.12288479,7/7/2022,1330,1382,1680,1965,2437,3069,3290,3291,3525,3354,3447,2716,0.252283105,0.011187608,0.184095074,0.548055978,1326,0.958928571,-1756780.943,0.378388662,29.8,18.2,16.33,0,19.6,4.83,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,4.007710046
7/21/2022,202,13,2,-20.446899,-54.83944133,S1,0,58.06282497,6.674819054,6032,80.86697914,51.13830261,2.420348929,49.06326227,50.060383,7/7/2022,1330,1382,1680,1965,2437,3069,3290,3291,3525,3354,3447,2716,0.252283105,0.011187608,0.184095074,0.548055978,1326,0.958928571,-1756780.943,0.378388662,29.8,18.2,16.33,0,19.6,4.83,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,3.407710046
7/21/2022,202,14,1,-20.44713633,-54.83906267,S2,0,48.80615434,6.823481851,11869.66667,82.47983073,60.55116009,2.919129951,41.73064629,49.3876626,7/7/2022,1366,1698,2006,2180,2590,3123,3277,3635,3443,3396,3437,2821,0.250214961,0.000872093,0.192796947,0.579539354,1455,0.812063809,-2115386.175,0.375290173,29.8,18.2,16.33,0,19.6,4.84,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,3.306613929
7/21/2022,202,14,2,-20.44713633,-54.83906267,S2,0,48.73572336,7.520405418,11869.66667,81.46453024,61.2841071,2.574416975,41.15968057,49.81114444,7/7/2022,1366,1698,2006,2180,2590,3123,3277,3635,3443,3396,3437,2821,0.250214961,0.000872093,0.192796947,0.579539354,1455,0.812063809,-2115386.175,0.375290173,29.8,18.2,16.33,0,19.6,4.84,1015.320833,41.75,25.07583757,85.66676161,8.846527778,196.5115185,11.33612513,398.8596708,356.2537132,3.706613929
5/5/2022,125,15,1,-20.44708767,-54.83857533,Q1,1,26.6373639,7.736334329,4217,70.39344939,38.165887,7.383236857,59.16877402,54.42889226,4/28/2022,1312,1339,1762,1507,2315,4066,4362,4333,4461,4245,2945,2044,0.48390411,0.204698893,0.3935977,1.30603648,2826,1.459137344,-7982764.445,0.725794024,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.590469178
5/5/2022,125,15,2,-20.44708767,-54.83857533,Q1,1,26.72103114,7.756336106,4217,70.88670362,44.41782413,7.474862505,54.298515,54.22315592,4/28/2022,1312,1339,1762,1507,2315,4066,4362,4333,4461,4245,2945,2044,0.48390411,0.204698893,0.3935977,1.30603648,2826,1.459137344,-7982764.445,0.725794024,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.090469178
5/5/2022,125,16,1,-20.44655833,-54.83967167,G4,1,29.87059401,6.031314774,5070.666667,70.5545163,38.4266359,6.853040883,58.96565064,54.36171125,4/28/2022,1285,1332,1739,1545,2345,3987,4313,4327,4346,4190,3031,2125,0.473773842,0.178256744,0.385639035,1.277242029,2782,1.488211616,-7736081.182,0.710600255,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.285100136
5/5/2022,125,16,2,-20.44655833,-54.83967167,G4,1,29.85261164,5.702388525,5070.666667,71.3857268,37.93291285,6.511340686,59.35026089,54.01501335,4/28/2022,1285,1332,1739,1545,2345,3987,4313,4327,4346,4190,3031,2125,0.473773842,0.178256744,0.385639035,1.277242029,2782,1.488211616,-7736081.182,0.710600255,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.885100136
5/5/2022,125,17,1,-20.44616533,-54.83883633,G2,1,31.96522784,7.372129712,4203.333333,70.0703132,37.76929768,6.265799839,59.47771711,54.56367236,4/28/2022,1275,1350,1718,1603,2354,3732,3988,3881,4070,4216,2962,2134,0.415390226,0.157565415,0.321239607,1.044244898,2278,1.259022119,-5186531.07,0.623028535,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.05415682
5/5/2022,125,17,2,-20.44616533,-54.83883633,G2,1,31.99208145,7.155814432,4203.333333,69.10915067,44.20017765,6.268929609,54.46806161,54.96457326,4/28/2022,1275,1350,1718,1603,2354,3732,3988,3881,4070,4216,2962,2134,0.415390226,0.157565415,0.321239607,1.044244898,2278,1.259022119,-5186531.07,0.623028535,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,5.15415682
5/5/2022,125,18,1,-20.44645667,-54.839142,Q3,1,33.7331247,6.54754699,2400.333333,72.5443618,43.60694009,6.080742916,54.93019367,53.53174669,4/28/2022,1288,1342,1702,1642,2369,3667,3883,3720,3970,4074,2985,2169,0.387541962,0.14162473,0.294154285,0.946250204,2078,1.185663925,-4315601.543,0.581258741,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.53939724
5/5/2022,125,18,2,-20.44645667,-54.839142,Q3,1,33.74194815,6.198761719,2400.333333,71.31102641,44.64598483,6.074668248,54.12077782,54.04617088,4/28/2022,1288,1342,1702,1642,2369,3667,3883,3720,3970,4074,2985,2169,0.387541962,0.14162473,0.294154285,0.946250204,2078,1.185663925,-4315601.543,0.581258741,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,5.33939724
5/5/2022,125,19,1,-20.44632333,-54.839544,Q4,1,32.18623157,9.839585034,2806.666667,67.38565337,44.74052166,5.806473042,54.04713363,55.68344398,4/28/2022,1275,1368,1733,1621,2342,3784,4058,3914,4143,4001,2985,2117,0.414272809,0.162457912,0.321970973,1.046890982,2293,1.258511252,-5255079.236,0.621353085,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.753564589
5/5/2022,125,19,2,-20.44632333,-54.839544,Q4,1,32.26449864,9.583411507,2806.666667,71.01546289,48.11202444,5.715641212,51.42073296,54.16945043,4/28/2022,1275,1368,1733,1621,2342,3784,4058,3914,4143,4001,2985,2117,0.414272809,0.162457912,0.321970973,1.046890982,2293,1.258511252,-5255079.236,0.621353085,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,3.353564589
5/5/2022,125,20,1,-20.44663067,-54.83930467,G3,1,32.01277885,6.144177069,3594.666667,67.39216578,41.60531701,7.385197402,56.48945805,55.68072765,4/28/2022,1296,1357,1744,1572,2355,3808,4079,4098,4167,4110,2973,2147,0.445502646,0.167226891,0.353369743,1.16049173,2526,1.349770642,-6377585.53,0.668195045,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,5.270116402
5/5/2022,125,20,2,-20.44663067,-54.83930467,G3,1,31.95128607,6.134830273,3594.666667,69.94697723,45.86305732,7.385197402,53.17267835,54.6151158,4/28/2022,1296,1357,1744,1572,2355,3808,4079,4098,4167,4110,2973,2147,0.445502646,0.167226891,0.353369743,1.16049173,2526,1.349770642,-6377585.53,0.668195045,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,3.570116402
5/5/2022,125,21,1,-20.44637233,-54.83855567,Q2,1,30.84579988,6.581710821,4370.333333,66.66176487,38.72731102,5.899621568,58.73142471,55.98537787,4/28/2022,1277,1364,1744,1600,2374,3942,4224,4001,4374,4499,2937,2065,0.428673451,0.196553139,0.336444146,1.099254918,2401,1.294151376,-5761883.577,0.642952781,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.461196929
5/5/2022,125,21,2,-20.44637233,-54.83855567,Q2,1,30.81806672,6.148977239,4370.333333,66.89455199,36.71687684,5.887857617,60.29755294,55.88828237,4/28/2022,1277,1364,1744,1600,2374,3942,4224,4001,4374,4499,2937,2065,0.428673451,0.196553139,0.336444146,1.099254918,2401,1.294151376,-5761883.577,0.642952781,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.961196929
5/5/2022,125,22,1,-20.44706367,-54.838707,G1,1,30.44564741,3.391927289,3583.333333,72.19112643,38.94466164,6.353050887,58.56210858,53.67908117,4/28/2022,1316,1347,1765,1521,2330,4085,4433,4269,4490,4218,2964,2059,0.474611399,0.204722297,0.383383372,1.269081041,2748,1.418696884,-7548102.085,0.711855626,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.085544041
5/5/2022,125,22,2,-20.44706367,-54.838707,G1,1,30.52230804,3.332658019,3583.333333,69.5439803,43.25782425,6.353050887,55.20215491,54.78320581,4/28/2022,1316,1347,1765,1521,2330,4085,4433,4269,4490,4218,2964,2059,0.474611399,0.204722297,0.383383372,1.269081041,2748,1.418696884,-7548102.085,0.711855626,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.085544041
5/5/2022,125,23,1,-20.44710133,-54.83922433,S1,0,35.87892958,6.656656591,13516.66667,79.16000075,47.01497535,3.040877175,52.27533421,50.77236369,4/28/2022,1339,1355,1682,1647,2120,3524,3934,3940,4030,4020,3007,2177,0.41041704,0.145374449,0.320380265,1.041135798,2293,1.342449465,-5255083.656,0.61557047,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.351521031
5/5/2022,125,23,2,-20.44710133,-54.83922433,S1,0,35.9883822,6.596763291,13516.66667,78.8677048,49.89717738,3.04694679,50.03009882,50.89428033,4/28/2022,1339,1355,1682,1647,2120,3524,3934,3940,4030,4020,3007,2177,0.41041704,0.145374449,0.320380265,1.041135798,2293,1.342449465,-5255083.656,0.61557047,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.051521031
5/5/2022,125,24,1,-20.446902,-54.83930767,S2,0,38.79572779,6.107941385,13419.33333,78.41779853,52.56531584,2.534837219,47.95161896,51.08193623,4/28/2022,1316,1294,1666,1485,2266,3746,4076,3929,4283,4087,2866,2012,0.451422239,0.19820954,0.34928257,1.145704339,2444,1.358343337,-5970138.562,0.677070828,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,4.673253787
5/5/2022,125,24,2,-20.446902,-54.83930767,S2,0,38.87940359,6.149545419,13419.33333,76.90132296,52.44989249,2.705597211,48.04153375,51.71445819,4/28/2022,1316,1294,1666,1485,2266,3746,4076,3929,4283,4087,2866,2012,0.451422239,0.19820954,0.34928257,1.145704339,2444,1.358343337,-5970138.562,0.677070828,31.8,22.7,17.25,0,14.5,4.48,1014.441667,55.70833333,17.39509201,184.6401154,13.40694444,83.3525569,172.2966845,334.0322165,340.9073645,3.973253787
6/2/2022,153,25,1,-20.44697833,-54.83885933,Q1,1,36.2722873,9.516495151,3292.333333,72.97845899,47.16080611,4.971290278,52.16173204,53.35068476,5/28/2022,1357,1361,1776,1780,2531,3589,3850,3812,4057,3786,3178,2315,0.363376252,0.121492744,0.280911303,0.898337094,2032,1.146396396,-4126621.01,0.545015646,30.6,20.1,14.5,0,18.4,4.38,1012.7375,48.95833333,21.05472264,237.3686123,19.59375,99.04042021,10.85887973,216.2647172,388.327589,3.970589414
6/2/2022,153,25,2,-20.44697833,-54.83885933,Q1,1,36.15765351,9.40086748,3292.333333,70.65279877,47.47247138,5.153428538,51.91894479,54.32071763,5/28/2022,1357,1361,1776,1780,2531,3589,3850,3812,4057,3786,3178,2315,0.363376252,0.121492744,0.280911303,0.898337094,2032,1.146396396,-4126621.01,0.545015646,30.6,20.1,14.5,0,18.4,4.38,1012.7375,48.95833333,21.05472264,237.3686123,19.59375,99.04042021,10.85887973,216.2647172,388.327589,4.070589414
6/2/2022,153,26,1,-20.446366,-54.838545,G2,1,30.63586339,5.153363314,4499.666667,77.38569488,46.98341943,4.722079746,52.29991626,51.51242667,5/28/2022,1285,1360,1758,1732,2473,3751,4025,3794,4169,4132,2995,2182,0.373145132,0.16387493,0.287173831,0.920994919,2062,1.158134243,-4249395.487,0.559667059,30.6,20.1,14.5,0,18.4,4.38,1012.7375,48.95833333,21.05472264,237.3686123,19.59375,99.04042021,10.85887973,216.2647172,388.327589,4.37576692
6/2/2022,153,26,2,-20.446366,-54.838545,G2,1,30.5693601,5.312684877,4499.666667,75.03811786,47.47008635,4.994371414,51.92080274,52.49160104,5/28/2022,1285,1360,1758,1732,2473,3751,4025,3794,4169,4132,2995,2182,0.373145132,0.16387493,0.287173831,0.920994919,2062,1.158134243,-4249395.487,0.559667059,30.6,20.1,14.5,0,18.4,4.38,1012.7375,48.95833333,21.05472264,237.3686123,19.59375,99.04042021,10.85887973,216.2647172,388.327589,3.77576692
6/2/2022,153,27,1,-20.44669467,-54.83948333,Q4,1,36.63441063,9.929971431,4442.333333,71.24934728,41.0908934,5.325789098,56.89019404,54.07189725,5/28/2022,1320,1430,1814,1860,2567,3512,3733,3721,3842,3738,3307,2489,0.333452786,0.074835641,0.255842728,0.807638988,1861,1.051267916,-3461147.923,0.500134372,30.6,20.1,14.5,0,18.4,4.38,1012.7375,48.95833333,21.05472264,237.3686123,19.59375,99.04042021,10.85887973,216.2647172,388.327589,4.154729977
